ID,Titre,Genre,Pays_origine,Budget,Recettes,Nombre_votes,Note_moyenne,Realisateurs,Acteurs_principaux,Date_sortie
912,Demon City Oni Goroshi,Action Policier Fantastique Thriller,Japan,0.0,0.0,249.0,7.07,田中征爾,"Tōma Ikuta, 東出昌大, 田中美央, 當真あみ, 駿河太郎",2025
913,Demon Slayer : Kimetsu no Yaiba - Le film : Le train de l'Infini,Animation Action Aventure Fantastique Thriller,Japan,15800000.0,523542183.0,7079.0,8.24,外崎春雄,"Natsuki Hanae, Akari Kito, Hiro Shimono, Yoshitsugu Matsuoka, Satoshi Hino",2020
914,Demon Slayer: Kimetsu no Yaiba Mt. Natagumo Arc,Action Animation Drame Fantastique,,0.0,0.0,91.0,8.72,,,2021
915,Demonic,Drame Horreur Science-Fiction,,0.0,0.0,176.0,5.0,,,2021
916,Dernier soleil,Drame Thriller Action,,250000.0,0.0,4.0,4.2,,,2021
917,Derrière nos écrans de fumée,Documentaire Drame,United States of America,0.0,0.0,3002.0,7.47,Jeff Orlowski,"Tristan Harris, Jeff Seibert, Bailey Richardson, Joe Toscano, Sandy Parakilas",2020
918,Descendants : L’Ascension de Red,Fantastique Aventure Familial Comédie,United States of America,0.0,0.0,417.0,6.85,Jennifer Phang,"Kylie Cantrall, Malia Baker, Ruby Rose Turner, Morgan Dudley, Dara Reneé",2024
919,Descendants: The Royal Wedding,Animation TV Movie Comédie Familial Drame,,0.0,0.0,136.0,6.9,,,2021
920,Desert Dawn,Action Policier Mystère Thriller,United States of America,1500000.0,0.0,21.0,6.74,Marty Murray,"Kellan Lutz, Cam Gigandet, Chad Michael Collins, Texas Battle, Mike Ferguson",2025
921,Deserted,Drame Romance,,1253000.0,0.0,0.0,,,,2022
922,Desperados,Comédie Romance,,0.0,0.0,430.0,6.09,,,2020
923,Destination finale : Bloodlines,Horreur Mystère,United States of America,50000000.0,283289961.0,1411.0,7.19,"Adam B. Stein, Zach Lipovsky","Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner",2025
924,Detective Chinatown 3,Action Comédie Mystère,,0.0,686257563.0,46.0,5.8,Sicheng Chen,"Baoqiang Wang, Haoran Liu, Satoshi Tsumabuki",2021
925,Deux Sœurs,Drame Comédie,"United Kingdom, Spain",0.0,718850.0,85.0,6.6,Mike Leigh,"Marianne Jean-Baptiste, Michele Austin, David Webber, Tuwaine Barrett, Ani Nelson",2024
926,Devara: Partie 1,Action Drame,India,36500000.0,49520000.0,197.0,6.96,Koratala Siva,"N.T. Rama Rao Jr., Saif Ali Khan, Prakash Raj, శ్రీకాంత్, Kalaiyarasan",2024
927,Devotion,Guerre Drame Action,United States of America,90000000.0,20000000.0,1257.0,7.16,J.D. Dillard,"Jonathan Majors, Glen Powell, Christina Jackson, Thomas Sadoski, Daren Kagasoff",2022
928,Dhaakad,Action,,10922838.0,0.0,6.0,5.8,Razneesh Ghai,"Kangana Ranaut, Arjun Rampal, Divya Dutta",2022
929,Dhamaka,Action Comédie,,5000000.0,14000000.0,5.0,5.6,Omar,"Nikki Galrani, Dharmajan Bolgatty, Mukesh",2022
930,Dhamaka,Thriller Drame Policier,,0.0,0.0,70.0,7.1,Omar,"Nikki Galrani, Dharmajan Bolgatty, Mukesh",2021
931,Dhoom Dhaam : Vive les mariés !,Comédie Romance Action,India,0.0,0.0,52.0,6.68,Rishab Seth,"Yami Gautam, Pratik Gandhi, Eijaz Khan, Mukul Chadda, Pavitra Sarkar",2025
932,Diablo,Action Thriller,United States of America,0.0,0.0,63.0,7.2,Ernesto Díaz Espinoza,"Scott Adkins, Marko Zaror, Alanna de la Rosa, Diana Hoyos, Lucho Velasco",2025
933,Diabolik,Policier Action Drame Mystère,,11000000.0,3189418.0,494.0,6.1,,,2021
934,Diabolik - Ginko Attacks,Policier Action,,0.0,1228459.0,397.0,6.1,,,2022
935,Diabolik : qui es-tu ?,Policier Action Mystère Thriller,Italy,0.0,689000.0,148.0,6.38,"Antonio Manetti, Marco Manetti","Giacomo Gianniotti, Miriam Leone, Valerio Mastandrea, Monica Bellucci, Pier Giorgio Bellocchio",2023
936,Diary of a Fleeting Affair,Romance Drame Comédie,,0.0,0.0,52.0,7.1,,,2022
937,Diary of a Wimpy Kid: Rodrick Rules,Animation Comédie Familial,,0.0,0.0,65.0,6.8,,,2022
938,Dick Johnson Is Dead,Documentaire,,0.0,0.0,103.0,7.4,Kirsten Johnson,"Michael Hilow, Ana Hoffman, Dick Johnson",2020
939,Die by the Sword,Action Aventure,,500000.0,0.0,2.0,5.5,,,2020
940,Die in a Gunfight,Action Comédie Romance,,0.0,0.0,89.0,5.5,,,2021
941,"Dieu, tu es là ? C'est moi, Margaret",Comédie Drame,United States of America,30000000.0,21826840.0,469.0,7.23,Kelly Fremon Craig,"Abby Ryder Fortson, Rachel McAdams, Kathy Bates, Elle Graham, Benny Safdie",2023
942,Digger,Drame,,800000.0,0.0,13.0,7.2,,,2021
943,Digimon Adventure: Last Evolution Kizuna,Animation Action Aventure Fantastique,,0.0,24200000.0,209.0,8.1,,,2020
944,Dil Bechara,Drame Romance,,3025.0,0.0,60.0,6.9,,,2020
945,Dinosaur Hotel,Horreur Science-Fiction Mystère,,0.0,0.0,65.0,5.3,,,2021
946,Dirty Angels,Action Drame Thriller Guerre,"Bulgaria, United States of America",35954590.0,0.0,272.0,6.26,Martin Campbell,"Eva Green, Мария Бакалова, Ruby Rose, Reza Brojerdi, Jojo T. Gibbs",2024
947,Dis/Informed,Documentaire TV Movie,,520000.0,0.0,0.0,,,,2021
948,Disappearance at Clifton Hill,Thriller,,0.0,0.0,63.0,5.4,,,2020
949,Disclosure,Documentaire,,0.0,0.0,113.0,8.02,,,2020
950,Disencumber,Comédie Policier Drame,,50000.0,0.0,0.0,,,,2021
951,Disfluency,Drame,,200000.0,0.0,187.0,6.5,Anna Baumgarten,"Libe Barer, Ariela Barer, Chelsea Alden",2021
952,Disturbing the Peace,Action Policier,,0.0,0.0,81.0,4.7,,,2020
953,Divaswapna,Drame,,201600.0,0.0,0.0,,,,2021
954,Divertimento,Drame Historique,,4400000.0,0.0,3.0,7.0,,,2023
955,Divorce Club,Comédie,,9466480.0,5127426.0,196.0,5.8,,,2020
956,Divorzio a Las Vegas,Comédie,,0.0,0.0,273.0,5.7,Umberto Riccioni Carteni,"Giampaolo Morelli, Andrea Delogu, Ricky Memphis",2020
957,Do You Do You Saint-Tropez,Comédie,,16438275.0,1453459.0,137.0,5.07,Nicolas Benamou,"Christian Clavier, Benoît Poelvoorde, Thierry Lhermitte",2021
958,Doctor Lisa,Drame Historique,,925000.0,0.0,756.0,7.8,Oksana Karas,"Chulpan Khamatova, Andrzej Chyra, Konstantin Khabenskiy",2020
959,Doctor Strange in the Multiverse of Madness,Fantastique Action Aventure,United States of America,200000000.0,955775804.0,18367.0,7.28,Sam Raimi,"Benedict Cumberbatch, Xochitl Gomez, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong",2022
960,Doctor on Call,Comédie,,0.0,0.0,78.0,6.1,,,2021
961,Dog,Drame Comédie,United States of America,20000000.0,84774243.0,2814.0,7.33,"Reid Carolin, Channing Tatum","Channing Tatum, Aavi Haas, Ryder McLaughlin, Luke Forbes, Darren Keilan",2022
962,Dog Gone,Familial Aventure Drame,,0.0,0.0,108.0,6.3,,,2023
963,Dog Man,Familial Comédie Aventure Animation,United States of America,40000000.0,145205630.0,266.0,7.8,Peter Hastings,"Peter Hastings, Pete Davidson, Lil Rel Howery, Isla Fisher, Lucas Hopkins Calderon",2025
964,Dog Years,Romance Comédie,,0.0,0.0,109.0,6.4,,,2021
965,Dogman,Action Drame Policier,"France, United States of America",22700000.0,4082217.0,2102.0,7.9,Luc Besson,"Caleb Landry Jones, Jojo T. Gibbs, Christopher Denham, Clemens Schick, John Charles Aguilar",2023
966,Dogtanian and the Three Muskehounds,Animation Comédie Aventure Familial,,0.0,0.0,513.0,6.8,"Toni Garcia, Stephen Hughes","Miguel Ángel Pérez, Eduardo Jover, Gloria Cámara",2021
967,Doineann,Drame Mystère,,585000.0,0.0,0.0,,,,2021
968,Dolly Parton's Christmas on the Square,Comédie Musique Familial,,0.0,0.0,54.0,5.9,,,2020
969,Dominique,Action Thriller,"Colombia, United States of America",0.0,0.0,145.0,6.91,Michael S. Ojeda,"Oksana Orlan, Sebastián Carvajal, María del Rosario, Maurice Compte, Chase Coleman",2024
970,Don't Air Your Dirty Laundry In Public,Drame Comédie,,0.0,0.0,60.0,7.7,,,2020
971,Don't Blame Karma!,Romance Comédie,,0.0,0.0,154.0,7.03,,,2022
972,Don't Breathe 2,Thriller Horreur,United States of America,15000000.0,53785551.0,4865.0,7.09,Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young, Rocci Williams",2021
973,Don't Kill Me,Horreur Romance Drame,,0.0,0.0,131.0,4.32,Andrea De Sica,"Alice Pagani, Rocco Fasano, Silvia Calderoni",2021
974,Don't Let Her In,Horreur,,125000.0,0.0,3.0,4.2,,,2021
975,Don't Look Up : Déni cosmique,Comédie Science-Fiction Drame,United States of America,75000000.0,791863.0,16120.0,7.1,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett, Rob Morgan",2021
976,Don't Make Me Go,Drame,,0.0,0.0,91.0,7.5,,,2022
977,Don't Move,Horreur Thriller,United States of America,0.0,0.0,834.0,6.35,"Adam Schindler, Brian Netto","Kelsey Asbille, Finn Wittrock, Moray Treadwell, Daniel Francis, Denis Kostadinov",2024
978,Don't Tell a Soul,Policier,,0.0,0.0,126.0,6.8,,,2020
979,Don't Worry Darling,Thriller Mystère Science-Fiction Horreur,United States of America,35000000.0,86700000.0,4183.0,6.82,Olivia Wilde,"Florence Pugh, Harry Styles, Chris Pine, Olivia Wilde, KiKi Layne",2022
980,Donjons & Dragons : l'Honneur des Voleurs,Aventure Fantastique Comédie,"Canada, United States of America",151000000.0,208200000.0,7174.0,7.36,"John Francis Daley, Jonathan Goldstein","Chris Pine, Michelle Rodriguez, Justice Smith, Sophia Lillis, Hugh Grant",2023
981,Donner - Private,Documentaire,,469000.0,0.0,1.0,7.0,,,2021
982,Doors,Science-Fiction,,0.0,0.0,100.0,4.9,,,2021
983,"Dope, Hookers and Pavement",Documentaire Musique,,120000.0,0.0,0.0,,,,2020
984,Doraemon: Nobita's Little Star Wars 2021,Animation Science-Fiction Aventure,,0.0,0.0,50.0,5.8,,,2022
985,Dory's Reef Cam,Familial Animation Comédie Aventure,,0.0,0.0,121.0,6.0,,,2020
986,Double Dad,Comédie Drame Familial,,0.0,0.0,148.0,6.7,Cris D'Amato,"Maisa, Cláudio Cinti, Eduardo Moscovis",2021
987,Double World,Action Aventure Fantastique,,42835740.0,0.0,181.0,6.6,Teddy Chan,"Henry Lau, Peter Ho, Chenhan Lin",2020
988,Dovbush,Historique Drame,,3254700.0,0.0,0.0,,,,2023
989,Downfall: The Case Against Boeing,Documentaire,,0.0,0.0,108.0,7.4,Rory Kennedy,"Donald Trump, Lester Holt, Maria Bartiromo",2022
990,Downhill,Drame Comédie,,0.0,7547254.0,228.0,5.3,,,2020
991,Downton Abbey: A New Era,Drame Romance,,40000000.0,88000000.0,309.0,7.4,Simon Curtis,"Hugh Bonneville, Jim Carter, Michelle Dockery",2022
992,Dr. Gift,Horreur Mystère,,188000.0,0.0,0.0,,,,2022
993,Dracula: The Original Living Vampire,Horreur Fantastique Thriller,,0.0,0.0,57.0,5.6,,,2022
994,Dragon Ball Super : Super Hero,Animation Science-Fiction Action,Japan,0.0,86600000.0,5178.0,7.92,児玉徹郎,"Masako Nozawa, Toshio Furukawa, 皆口裕子, Hiroshi Kamiya, Mamoru Miyano",2022
995,Dragon Rider,Animation Familial Aventure Fantastique,,17830000.0,3175644.0,137.0,7.3,,,2020
996,Dragonheart : La Vengeance,Fantastique Action Aventure,United States of America,0.0,0.0,395.0,6.92,Ivan Silvestrini,"Joseph Millson, Jack Kane, Arturo Muselli, Helena Bonham Carter, Carolina Carlsson",2021
997,Dragonkeeper,Action Aventure Animation Familial Fantastique,"China, Spain",25600000.0,6206231.0,194.0,7.67,"Jian-Ping Li, Salvador Simó","Lucía Pérez, Mario Gas, Fernando Castro, Carlos de Luna, José Gómez Adán",2024
998,Dragons,Fantastique Familial Action,United States of America,150000000.0,456100000.0,491.0,7.91,Dean DeBlois,"Mason Thames, Nico Parker, Gerard Butler, Nick Frost, Gabriel Howell",2025
999,Dragons: Rescue Riders: Hunt for the Golden Dragon,Animation Familial,,0.0,0.0,62.0,6.8,,,2020
1000,Dream,Drame Comédie,,0.0,3890008.0,5.0,6.2,,,2023
1001,Dream Horse,Comédie Drame,,20000000.0,6435260.0,89.0,7.1,,,2021
1002,Dream of Aces,,,70000.0,0.0,0.0,,,,2021
1003,Dreambuilders,Animation Aventure Familial,,0.0,0.0,142.0,7.6,,,2020
1004,Dreamcatcher,Horreur Mystère Thriller,,0.0,0.0,95.0,6.0,,,2021
1005,Dreamkatcher,Horreur Thriller,,0.0,0.0,84.0,5.5,Kerry Harris,"Radha Mitchell, Henry Thomas, Finlay Wojtak-Hissong",2020
1006,Dreams Are Like Wild Tigers,Comédie Familial,,0.0,60000.0,0.0,,,,2021
1007,Dreams from the Edge,,,50000.0,0.0,0.0,,,,2021
1008,Drifting Home,Animation Drame Fantastique Aventure,,0.0,0.0,187.0,7.66,,,2022
1009,Drishyam 2,Thriller Drame Policier,,0.0,0.0,79.0,7.8,,,2021
1010,Drive My Car,Drame,Japan,1300000.0,15356046.0,2238.0,7.41,濱口竜介,"Hidetoshi Nishijima, 三浦透子, 岡田将生, 霧島れいか, 박유림",2021
1011,Drive-Away Dolls,Comédie Policier,,8000000.0,5250531.0,186.0,5.6,,,2024
1012,Drop Game,Mystère Thriller,United States of America,11000000.0,28613803.0,439.0,6.46,Christopher Landon,"Meghann Fahy, Brandon Sklenar, Reed Diamond, Violett Beane, Jeffery Self",2025
1013,Drunk,Comédie Drame,"Denmark, Netherlands, Sweden",5150000.0,21700000.0,5915.0,7.65,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe, Maria Bonnevie",2020
1014,Dry,Drame Comédie Science-Fiction,,0.0,0.0,172.0,6.6,,,2022
1015,Dua Lipa: Studio 2054,Musique,,1500000.0,0.0,62.0,9.3,,,2020
1016,Dual,Science-Fiction Comédie,,4500000.0,0.0,188.0,6.1,,,2022
1017,Dual Mania,Thriller,,1200000.0,0.0,2.0,6.0,,,2021
1018,Ducoboo 3,Comédie Familial,,0.0,0.0,116.0,5.54,,,2020
1019,Ducobu 4 President,Comédie,,10400000.0,0.0,22.0,4.6,,,2022
1020,Dumb Money,Historique Comédie Drame,,30000000.0,20703794.0,405.0,6.7,,,2023
1021,Dune : Deuxième partie,Science-Fiction Aventure,United States of America,190000000.0,714444358.0,9557.0,8.16,Denis Villeneuve,"Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin",2024
1022,Dune : Première partie,Science-Fiction Aventure,United States of America,165000000.0,407573628.0,25785.0,7.78,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Jason Momoa, Stellan Skarsgård",2021
1023,Dune Drifter,Science-Fiction,,1200000.0,0.0,27.0,4.35,Marc Price,"Phoebe Sparrow, Daisy Aitkens, Simon Dwyer-Thomas",2020
1024,Dunki,Comédie Drame,,12000000.0,0.0,1.0,10.0,,,2023
1025,Dutch,Action,,0.0,404371.0,9.0,7.4,,,2021
1026,Dynasty Warriors,Action Aventure Fantastique,,38504400.0,3310000.0,107.0,6.2,,,2021
1027,Déjame Estar Contigo,Romance Comédie Drame,Mexico,0.0,0.0,51.0,7.9,Isaac Cherem,"Andrea Sutton Chávez, Aksel Gomez, Silvia Navarro, Johanna Murillo, Anna Díaz",2025
1028,Déserts,Drame,,1750000.0,0.0,0.0,,,,2023
1029,Désigné coupable,Drame Thriller,"United Kingdom, United States of America",0.0,7527030.0,1983.0,7.41,Kevin Macdonald,"Tahar Rahim, Jodie Foster, Benedict Cumberbatch, Shailene Woodley, Zachary Levi",2021
1030,Détective Conan : La Balle écarlate,Animation Action Policier Mystère Romance Thriller,Japan,0.0,95580715.0,132.0,6.6,永岡智佳,"Minami Takayama, Kappei Yamaguchi, 山崎和佳奈, Rikiya Koyama, 池田秀一",2021
1031,Détective Conan : La Fiancée de Shibuya,Animation Action Policier Mystère,Japan,0.0,72699093.0,137.0,6.48,Susumu Mitsunaka,"Minami Takayama, Kappei Yamaguchi, 山崎和佳奈, Rikiya Koyama, Tōru Furuya",2022
1032,Détective Conan : Le sous-marin noir,Animation Action Policier Mystère,Japan,0.0,106771806.0,119.0,7.0,立川譲,"Minami Takayama, 山崎和佳奈, Rikiya Koyama, Megumi Hayashibara, 池田秀一",2023
1033,Détour mortel : La Fondation,Horreur Thriller Drame,"Germany, United States of America, United Kingdom",0.0,3777969.0,2105.0,5.98,Mike P. Nelson,"Charlotte Vega, Adain Bradley, Bill Sage, Emma Dumont, Dylan McTee",2021
1034,EO,Drame,,0.0,0.0,127.0,6.56,,,2022
1035,Earth and Blood,Action Thriller,,0.0,0.0,271.0,6.2,Julien Leclercq,"Sami Bouajila, Eriq Ebouaney, Samy Seghir",2020
1036,Earwig and the Witch,Animation Fantastique Familial,,0.0,384659.0,195.0,6.2,,,2021
1037,Easter Sunday,Comédie,,17000000.0,13071438.0,29.0,6.0,Jay Chandrasekhar,"Jo Koy, Lydia Gaston, Brandon Wardell",2022
1038,Eaux profondes,Drame Mystère Thriller,United States of America,49000000.0,0.0,2608.0,5.8,Adrian Lyne,"Ben Affleck, Ana de Armas, Tracy Letts, Lil Rel Howery, Dash Mihok",2022
1039,Echo Boomers,Policier Drame Action,,0.0,0.0,79.0,5.7,,,2020
1040,Echo Valley,Thriller Drame,United States of America,0.0,0.0,166.0,6.53,Michael Pearce,"Julianne Moore, Sydney Sweeney, Domhnall Gleeson, Kyle MacLachlan, Fiona Shaw",2025
1041,Eddie,Drame Familial,,250000.0,0.0,0.0,,,,2020
1042,Eden,Thriller Drame,United States of America,0.0,0.0,430.0,7.37,Ron Howard,"Jude Law, Vanessa Kirby, Ana de Armas, Daniel Brühl, Sydney Sweeney",2025
1043,Eden,Drame,,1391000.0,0.0,430.0,7.1,Ulla Heikkilä,"Essi Patrakka, Aamu Milonoff, Linnea Skog",2020
1044,Edgar Allen Poe's Ligeia,Horreur Romance,,150000.0,0.0,0.0,,,,2022
1045,Edge of Extinction,Science-Fiction Horreur Action Drame,,100000.0,0.0,12.0,4.8,,,2020
1046,Edoné – Eva’s Syndrome,Romance Drame Comédie,,80000.0,0.0,0.0,,,,2021
1047,Eduardo and Monica,Romance Drame,,1990198.0,0.0,47.0,7.71,,,2022
1048,Effigy: Poison and the City,Thriller Historique,,485000.0,0.0,0.0,,,,2020
1049,Eiffel,Romance Drame,,26000000.0,13000000.0,506.0,6.3,Martin Bourboulon,"Romain Duris, Emma Mackey, Pierre Deladonchamps",2021
1050,Eileen,Drame Thriller Mystère Policier,,0.0,93000.0,22.0,6.5,,,2023
1051,El Amarre,Horreur,,0.0,0.0,249.0,7.0,Tamae Garateguy,"Rubén Arciniegas, Vadhir Derbez, Sofía Espinosa",2021
1052,El Ens Wa El Nems,Comédie Science-Fiction Aventure,,0.0,3487821.0,8.0,4.1,,,2021
1053,El encanto,Drame,,0.0,0.0,51.0,6.4,,,2020
1054,El mesero,Comédie,,0.0,0.0,329.0,8.1,,,2021
1055,El refugio,Comédie,,0.0,0.0,76.0,6.5,,,2021
1056,El verano que vivimos,Drame Romance,,0.0,0.0,68.0,7.1,Carlos Sedes,"Blanca Suárez, Javier Rey, Pablo Molinero",2020
1057,Election Night,Horreur Thriller,,50000.0,0.0,5.0,5.2,,,2021
1058,Elephant,Documentaire Familial,,0.0,0.0,89.0,7.8,"Mark Linfield, Vanessa Berlowitz, Alastair Fothergill",Meghan Markle,2020
1059,Elevation,Action Science-Fiction Thriller,United States of America,18000000.0,3300000.0,737.0,6.5,George Nolfi,"Anthony Mackie, Morena Baccarin, Maddie Hasson, Danny Boyd Jr., Rachel Nicks",2024
1060,Elf Me,Familial Comédie Fantastique Aventure,,0.0,0.0,58.0,5.8,,,2023
1061,Elio,Familial Comédie Aventure Animation Science-Fiction,United States of America,150000000.0,72300000.0,119.0,6.91,"Madeline Sharafian, Domee Shi, Adrian Molina","Yonas Kibreab, Zoe Saldaña, Remy Edgerly, Brandon Moon, Brad Garrett",2025
1062,Ella Bella Bingo,Animation Familial,,0.0,0.0,56.0,6.5,,,2020
1063,Ellian et le sortilège,Animation Aventure Comédie Familial Fantastique,"Spain, United States of America",0.0,0.0,263.0,6.71,Vicky Jenson,"Rachel Zegler, Miguel Bernardeau, Giovanna Bush, Dennis Stowe, Jenifer Lewis",2024
1064,Eloïse's Journey,Comédie Romance,,2800000.0,0.0,24.0,6.7,,,2022
1065,Elvis,Drame Musique,,85000000.0,288670284.0,2948.0,7.57,,,2022
1066,Elyas,Action Thriller,France,12460000.0,1359330.0,122.0,6.21,Florent-Emilio Siri,"Roschdy Zem, Laëtitia EÏDO, Nabil Elouahabi, Sherwan Haji, Dimitri Storoge",2024
1067,Em and Trinh,Romance Musique,,2156845.0,0.0,1.0,4.0,,,2022
1068,Emancipation,Action Drame Thriller Guerre Histoire,United States of America,0.0,0.0,1957.0,7.89,Antoine Fuqua,"Will Smith, Ben Foster, Charmaine Bingwa, Gilbert Owuor, Ronnie Gene Blevins",2022
1069,Embattled,Action Drame,,0.0,0.0,58.0,6.8,,,2020
1070,Emergency,Comédie Drame Thriller,,0.0,0.0,162.0,7.0,Chidambaram Manivannan,"Anitha Sampath, Dipshi, Rj Ananthi, Guru Shankar",2022
1071,Emergency Declaration,Action Drame Mystère Thriller,,18052672.0,19200000.0,171.0,7.9,Han Jae-rim,"Song Kang-ho, Lee Byung-hun, Jeon Do-yeon",2022
1072,Emily,Drame Historique Romance,,0.0,1859871.0,43.0,7.09,,,2022
1073,Emily the Criminal,Policier Drame Thriller,,0.0,0.0,450.0,6.8,,,2022
1074,Emma.,Comédie Romance,United Kingdom,10000000.0,25200000.0,3286.0,7.03,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Josh O'Connor, Callum Turner, Mia Goth",2020
1075,Emperor,Drame Historique,,0.0,0.0,67.0,8.0,,,2020
1076,Empire of Light,Drame Romance,,0.0,5251349.0,145.0,6.61,,,2022
1077,Employee of the Month,Comédie,,0.0,0.0,159.0,6.1,,,2022
1078,En avant,Familial Animation Aventure Comédie Fantastique Action,United States of America,200000000.0,141940042.0,11691.0,7.7,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez",2020
1079,En eaux très troubles,Action Science-Fiction Horreur,"China, United States of America",129000000.0,384056482.0,4986.0,6.61,Ben Wheatley,"Jason Statham, Jing Wu, Shuya Sophia Cai, Page Kennedy, Sergio Peris-Mencheta",2023
1080,En même temps,Comédie,,3200000.0,0.0,72.0,5.2,,,2022
1081,"Encanto, la fantastique famille Madrigal",Animation Comédie Familial Fantastique,United States of America,150000000.0,261289554.0,17730.0,7.62,"Byron Howard, Jared Bush","Stephanie Beatriz, María Cecilia Botero, John Leguizamo, Diane Guerrero, Jessica Darrow",2021
1082,End of the Road,Thriller Drame Policier,,0.0,0.0,239.0,6.2,Tom Whitus,"Sarah Cleveland, Michael A. Delia, John Lina",2022
1083,Endangered,Thriller Policier,,250000.0,0.0,1.0,8.0,,,2022
1084,Endangered Species,Thriller Action,,0.0,68152.0,128.0,5.9,,,2021
1085,Endless,Romance Drame Fantastique,,0.0,439418.0,190.0,6.9,,,2020
1086,Enforcement,Action Policier Thriller,,0.0,0.0,154.0,6.5,"Frederik Louis Hviid, Anders Ølholm","Jacob Lohmann, Simon Sears, Tarek Zayat",2020
1087,Ennio,Documentaire Musique,,0.0,0.0,214.0,8.4,,,2022
1088,Enola Holmes,Aventure Mystère Comédie Policier,United States of America,21000000.0,0.0,11448.0,7.29,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge",2020
1089,Enola Holmes 2,Mystère Aventure Comédie Policier,United States of America,0.0,0.0,3371.0,7.49,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge, Susan Wokoma",2022
1090,Enormous,Comédie,,0.0,0.0,165.0,4.86,,,2020
